1	57.5691891892	10.9023018592
2	49.2895104895	17.023359982
3	14.9	2.2365648263
4	17.6461538462	7.1502679223
5	38.9290322581	10.0918745197
6	62.7171052632	20.7697806045
7	72.2267605634	24.6186117487
8	25.4907407407	9.2140245061
9	12.3	0.2
10	112.8230769231	33.8587689777
11	28.6611111111	8.9002895639
12	20.3714285714	4.2211928868
13	61.495	13.2919891288
14	27.3527777778	8.4474021684
15	53.62	10.5070976011
16	27.2666666667	9.616459655
17	97.2529411765	30.4362229559
18	23.5090909091	6.4843804702
19	117.0529411765	24.0806638966
20	74.7741935484	13.5586888638
21	43.0625	12.9746808728
22	29.45	8.4452649455
23	126.0111111111	22.2955124755
24	143.415	25.9615345271
25	55.1882352941	14.2164727301
26	119.9578947368	1.02716564
27	29.4363636364	4.9461229495
28	223.4052631579	23.5036497431
29	29.5375	15.1865020248
30	25.95	6.3342323923
31	108.1066666667	24.0079838572
32	34.25	12.7939764473
33	86.3384615385	1.0824036369
34	34.3615384615	9.7254257144
35	92.5333333333	31.8320942167
36	98.5	19.6087140493
37	22.875	5.5739909401
38	19.4	3.8011903286
39	221.4333333333	17.0156790441
40	44.3888888889	19.153499503
41	61.6444444444	10.6030510401
42	209.12	18.7010587936
43	85.2	34.1878633436
44	88.6888888889	16.1368070946
45	131.46	4.3102668131
46	41.35	18.05
47	98.1777777778	4.0027151279
48	33.4125	12.4473327966
49	221.4111111111	29.5650110188
50	137	17.5173564723
51	84.6333333333	16.4131383687
52	68.125	9.3097730907
53	115.0571428571	15.7506332882
54	259.4	0.6843418861
55	175.9428571429	50.1889531711
56	79.9	4.0305972617
57	648.7333333333	5.6097137974
58	48.25	7.3612159322
59	105.28	32.3474512133
60	57.4833333333	5.2229764563
61	152.68	39.1339954515
62	78.5	51.1960447691
63	105.4	43.1403291596
64	27.1	7.6893866249
65	88.76	35.6905365608
66	199.98	58.534072129
67	69.55	0.95
68	34.42	9.846298797
69	59.16	17.0630126297
70	77.925	6.7994025473
71	30.6	2.7940412786
72	364	0.80412
73	166.2	48.1389655061
74	67.1666666667	10.2196977559
75	99.9666666667	4.9073640809
76	221	1.5
77	99.6	1.95
78	184.775	4.1912856023
79	128.9333333333	18.9958474994
80	87.4	31.2567859299
81	126.375	23.6689010096
82	115.4666666667	0.6847546195
83	73.825	14.692919213
84	44.95	0.95
85	37.0666666667	14.657269717
86	49.2	5.9408212771
87	29.55	6.2675752887
88	115.975	57.3639858709
89	40.7	0.9
90	37.85	4.5389976867
91	48.225	0.7495832175
92	42.55	10.0763098858
93	75.25	11.9120769315
94	32.75	10.9769365023
95	35.55	10.15
96	61.8	1.3
97	152.425	60.3311849295
98	221.775	50.4888787259
99	97.1	16.8291413922
100	75.0666666667	9.9680601033
101	61.6333333333	32.5111604769
102	153.9333333333	10.7257737354
103	117.1666666667	25.2908854904
104	98.7	11.687885466
105	112.6	0.9
106	120.8	9.1
107	569.2	0.4
108	71.3	16.3225814952
109	564.2	34.4525761011
110	146.25	3.95
111	261.1666666667	49.5292730503
112	16.2	1.3
113	34.35	1.35
114	66.3	0.6
115	75.6	3.2873494896
117	240.9666666667	23.0011110968
119	99.4	0.3
120	182.3	71.9829146395
121	111.6666666667	8.9971600458
122	84.7	1.6
123	46.0666666667	6.3289458487
124	47.3	15.1499174915
125	143.7	31.7535299875
126	19.05	2.65
127	105.6333333333	17.8843196373
128	323.4666666667	47.7466461882
129	65.8666666667	10.9706121629
130	110.8666666667	14.7779866318
131	273.5	6.5457365259
132	57.8	0.3
133	28.65	1.05
134	197.8333333333	9.9941093761
135	102.9	0.7
136	143.5	2.8
137	116	8.5021565892
138	15.1	0.5
139	160.2666666667	5.5990078486
140	19.7	5.2
141	51.9	2.4055491404
142	234.6666666667	47.6147269468
143	273.5	6.5457365259
144	517.1	10.2791050194
