1	59.6942028986	10.2521384699
2	129.2261538462	23.5862168155
3	88.375	19.0048419582
4	214.9163265306	25.9437173153
5	166.203125	39.6691432695
6	142.8774193548	41.4683455622
7	62.5464285714	9.8686184495
8	128.1555555556	17.7686017986
9	164.3708333333	17.8907909078
10	135.58	11.1960082172
11	233.645	55.4028200997
12	145.2315789474	42.4444535169
13	151.3277777778	39.085345443
14	66.61875	19.6631069121
15	37.3230769231	8.2857759347
16	284.7625	3.9767881198
17	254.3642857143	5.1395674002
18	83.5357142857	29.5259113115
19	149.4571428571	20.0021325394
20	67.2923076923	17.4363661325
21	151.5384615385	28.5051557674
22	178.1666666667	28.1474490654
23	127.7	3.4034296428
24	88.4454545455	19.4942118979
25	241.4818181818	5.7305906695
26	134.8272727273	54.8974761948
27	99.83	28.6903485514
28	226.6888888889	8.8811216064
29	57.6833333333	8.7041018427
30	90.45	3.7911080175
31	219.2125	6.8857529545
32	167.9333333333	66.2957682578
33	147.5	16.2839389174
34	68.0833333333	8.2523565658
35	188.5666666667	3.1008959279
36	94.75	8.8279386042
37	379.14	38.1267675
38	93.675	5.6077513319
39	355.8	1.6
40	126	2.91
41	380.4	2.6
42	514.2	2.4
43	64.3	6.3
44	50.85	4.65
45	173.3	2.4
46	568.8666666667	13.54137692
47	61.475	26.6161017995
48	133.9	34.6241967416
49	319.8	2.67
50	222.6	2.78
51	113.65	2.25
